ID	String 1	label
1185	i got a nasty electric shock the other day but i wasn t phased	1
1889	where do pancakes live in a flat	1
30	why did the capacitor kiss the diode he just couldn t resistor	1
2149	why are all businessmen fat must be all the inflation	1
167	i went to the store to buy some soup but they were out of stock	1
2967	He is in the hospital and he is in serious condition	0
3949	Go to your local post office first thing tomorrow and retrieve it	0
22	i tried talking about our future but she just kept bringing up my past it was a tense conversation	1
3721	Look with your heart my child and the answer will reveal itself to you	0
2878	He said he came in at 4 a m another day and found too many already in line	0
773	here at my estate on monteverdi i attempted a liszt of classical composers but had to go bach because i couldn t get a handel on it	1
4386	Just scales and full measure injure no man	0
1813	if you discover a planet you re in the inner circle	1
825	when i got the bill for the engine rebuild i blew a gasket	1
2619	This I do know My father was not a monster	0
3673	The same way as eating all you want and still losing weight while you sleep And while you are sleeping dream on	0
2047	to run an electrical shop you need a volting ambition to take charge	1
3872	follow your heart and whatever you do will be right	0
871	the new smoking cessation drug is expensive and it s shrinking city coffers	1
3234	I would rather have it that way than not have it at all	0
3304	They have a good facility there and a good crew	0
4483	Poor thieves in halters we behold And great thieves in their chains of gold	0
4463	Rather once cry your heart out than always sigh	0
4303	Easy to believe in heaven s law but so hard to keep	0
1531	wife to husband that was an explosive passage of gas i d say about 8 0 on the sphincter scale	1
3582	start looking for someone to date sure you have to be a little patient	0
2060	there was a hiring freeze at the ice skating rink	1
3565	I don think you truly forget but with time and getting busy in something enjoy Just live Day by Day promise it gets better	0
4340	He painted a tiger but it turned out a dog	0
2406	henry the viii portrayed the monarchy badly this gave birth to the concept of the royalty free image	1
683	to insure his own survival bugs was aiming to see elmer between two cross hares	1
3705	Stop looking The man you want will show interest in you first	0
1569	the men who make draperies might be named curt and rod	1
4652	The mouth is the door of evil	0
4519	The eyes are the window of the soul	0
2242	volts the dance you perform after an electric shock	1
2384	the seed company turfed out my idea for ready made lawn	1
2953	That s what kept her so fired up to fight it	0
2277	from the middle of the pacific the shipwrecked survivor found his way to the california coast purely by occident	1
2943	I can keep coming up with costumes but I can t take off any more clothes than I ve already taken off he said	0
3007	I thought it would be fun to make a live album with just regular ol musicians playing music	0
3450	But we have to bear in mind that a whole shop could be threatened by this sort of thing he said	0
4765	Pride goeth before destruction and a haughty spirit before a fall	0
1586	the dance club opened to rave reviews	1
2519	There isn t anyone who I would consider too old and square	0
2525	He says he is a hard working chef chasing the American dream	0
2076	that religious fellow fell for the same scam two times in a row he is a burned again christian	1
2526	Always I think If only I am successful to reach the United States it will be different	0
3351	A lot of people go into the business because they think it s going to give them something	0
4821	Think much say little write less	0
2577	For many people buying a snow throwing machine is the answer	0
878	the job to die for comes with a killer boss	1
4697	Don t stay long when the husband is not at home	0
1658	florence nightingale had many suitors because men liked to go with the flo	1
2523	If the Star News can come up with a better way more power to them	0
1999	dermatologists are very competitive they all have skin in the game	1
4791	Darkness and night are mothers of thought	0
4602	Give neither advice nor salt until you are asked for it	0
898	the almanac of famous ghosts is a real boos who	1
1271	a guy who used to sell boomerangs is trying for a comeback	1
4105	A second front of fear has broken out in the European debt crisis the condition of Italian banks	0
4314	Everyone rakes the fire under his own pot	0
2913	It doesn t worry me so much for people to find out who I am	0
2661	He said he had no information on the president s reaction except to say The president	0
3584	Go have your doctor take a look at it so that she can give you a proper prescription	0
3321	Who d pay any attention to a 20 year old kid	0
3634	Get a loan or you can marry someone who has money	0
4702	Forgiving the unrepentant is like drawing pictures on water	0
3946	learn how to make love and know that hit it is not going to make things any better	0
1450	if a vip is asked to take a back seat at the special event he may take affront	1
452	i finally found a spotter at the gym it s like a huge weight has been lifted off my shoulders	1
4094	Some Greeks have stopped waiting for those in power to put the country back on its feet	0
4042	You are a girl He will be a guy He cannot be like you	0
2888	The children and women here are brave too he said	0
4412	Never answer a letter while you are angry	0
1379	set your drink on a skateboard they make good coasters	1
241	the pianist led an upright life but it wasn t grand no matter how i tried to spinet i couldn t console him	1
2713	I never had such a good position before he said	0
888	the clerk had stickers everywhere there was even a price on her head	1
3507	try to talk to friends and ask them if they can help you out they may know some people who can help you with your business	0
3667	Sounds like you need to work on your self esteem He s playing you like a fiddle	0
1934	the hobbits were put in charge of collecting highway revenue because they re just so tolkien	1
1695	yesterday i slept on a battery it was a good power nap	1
3431	The diet doesn t seem to have hurt his health	0
2651	It said the American air pirates had then killed women children and old people	0
4085	Two women selling apples come up a dollar short What happened	0
1471	he hates his job selling used cars but it s just his lot in life	1
4125	Just because you do not see them does not mean they are not there	0
2587	They shot him here took him outside and shot him again	0
1084	the titanic didn t have enough lifeboats but that was the tip of the iceberg	1
1275	after gus gave his girlfriend a 3 dollar box of chocolates for her birthday he got nothing but snickers	1
2140	a girl entered a hair styling class but failed and didn t make the braid	1
3036	I m very aware of how long I ve been in the business and what my age is she says	0
230	this year i made my christmas wreath out of franklin fir branches i really like a wreath of franklin	1
1865	a pharmacist gave the wrong prescription which was a bitter pill to swallow	1
2575	A woman s job is to take care of the family	0
283	last night i kept dreaming that i had written lord of the rings the wife said i d been tolkien in my sleep	1
3349	The second year of her first two year term as mayor was one of the most violent in the city s history	0
3410	They re not the same ones but they look the same	0
446	if you sing while playing baseball you won t get a good pitch	1
3233	But their share of pre tax income increased nearly twice as much	0
2323	i love playing golf but when putting i can never catch a break	1
4086	After all of the hard work it can be very hard to walk away from a failing business	0
641	contrary to singers and guitarists bass players are very low key	1
333	an electrician claimed that his truck was a volts wagon	1
33	the dead batteries were given out free of charge	1
4395	Man has a thousand plans heaven but one	0
2447	They were each given about 50 in cash the sources said	0
3390	He did serve his country and this is another way of helping his country	0
1014	a man was driving on an icy abandoned road when he noticed a road sign with half of it torn clean off that s a bad sign he thought to himself	1
906	short order cooks in busy restaurants call themselves pressure cookers	1
4183	After five years the chef is back with a new restaurant and partner	0
2285	a tennis exponent always has a gut feeling beforehand that he will beat his opponent	1
4531	The person who is tired will find time to sleep A person with a bad name is already half hanged	0
4545	Some men have only one book in them others a library	0
1457	his model airplane hobby really took off	1
2368	her bees made such delicious honey it was said that she could almost work magic with those bees they called her beatrix	1
2453	It s time to leave because I leave on a high	0
962	if you drive through swamp country you will see swamps going bayou	1
4313	Every day cannot be a feast of lanterns	0
3073	But there are a lot of people in the community who didn t want the change	0
3427	Just because you re married doesn t mean you ve given up your right to have an opinion	0
2969	But don t get too excited it s only temporary	0
3871	You don t have to meet real love It will come to you just in time	0
2203	if you spend too much time in the coffee shop you ll be latte for work	1
4118	Our digestive system has trouble with chocolate which may be a reason for eating it	0
3077	The only thing I wanted to know is if he would be in jail during that time	0
648	bill gates took advantage of his windows of opportunity	1
4164	If you re looking for five star service at three star prices consider Latin America for your next vacation	0
1327	the photograph that i took of the sandstorm turned out grainy	1
3195	But he said that it was dark and that the crowd he hit was in the road	0
829	when australian sheep get lost they bleat around the bush	1
4347	If you are patient in a moment of anger you will escape a hundred days of sorrow	0
2591	All but one of the workers were back on the job several hours later	0
4505	You can t get blood out of a turnip	0
3074	They don t want to see a broad based government	0
1819	i agree with you wholeheartedly said the artichoke grower	1
2566	Why take religious money collected for one purpose and throw it away for another	0
3770	I really really don t know but good question and its probably expensive	0
4673	We learn little from victory much from defeat	0
2048	tired well worn expressions need to be phrased out of the language	1
3314	They don t care whether what they make can be sold or not	0
667	when the iron was invented there was a press conference	1
976	he was a restaurant critic but had no taste	1
4156	Where to hear music and go dancing in the Caribbean	0
1051	when einstein rode home on a locomotive it was a good train of thought	1
2301	two college students die in head on collision police say they were on a crash course	1
4445	Out of a dog s mouth will never come ivory tusks	0
3446	But it s three and a half hours each way and that gets long after a while she said	0
2318	paul revere got the magna carta before the horse	1
581	one of the first things you ll notice at the beijing airport is a whole lot of chinese checkers	1
1043	when she made mario puzo s books required reading for her class she made him an author they couldn t refuse	1
2012	an heir is someone with a descent wage	1
12	the man who survived mustard gas and pepper spray is now a seasoned veteran	1
4514	The camel asking for horns lost also his ears In grasping for things we need not we often lose what we have	0
3882	best way you need better person than me or I ve lots of questions to answer can you give me some time	0
2013	a new computer shop has just opened up it is located on boot drive	1
900	television sets in britain have to cross the english channel	1
933	luggage salespeople have to make a good case for you to buy	1
2889	They said they had stopped twice in Cuba for food	0
971	i asked somebody a question about pi their answer was never ending	1
3720	just go 4 it it does not matter what other people think	0
1907	the trout got caught by the fisherman now he s in a boatload of trouble	1
1376	she told me the drink was non alcoholic but where was the proof	1
1246	backups are usually a good thing unless it s a sewer	1
2604	I ve got the feeling as the old folks say I m on a roll	0
245	the liquor store advertised we de liver	1
1224	execution with a noose causes a real hangover	1
1299	when he switched from horses to sailing his life took on a new tack	1
1482	for this tree pun i had to go out on a limb and branch out to some other sources	1
3782	what you have to do is deal with it to get your mind off of it all you need to do is go dating	0
776	good gardeners take care of their plants weed em and reap	1
3891	sign up under your name and go to your account there you can change your name	0
2719	On the other hand it must make them feel good	0
1791	my computer s mouse wouldn t work then it clicked	1
799	a gossip is someone with a great sense of rumor	1
2193	i tried to deter the minor from taking the miners detour but he was determined	1
4080	A comment on a hotel s campaign and a search for a 50 year old advertising campaign	0
704	the landscaper thought gardening magazines were fun to leaf through	1
4649	When your companions get drunk and fight Take up your hat and wish them good night	0
3703	You could get new strings steel strings those always sound nice	0
3081	This is the first time I ve felt alive in 2 years	0
918	oil executives are always using crude language	1
325	can napoleon return to his place of birth of corsican	1
345	you ve got more issues than time magazine	1
3098	But we just don t return people for that reason	0
3376	As he explained We still don t see the limit	0
23	i relish the fact that you ve mustard the strength to ketchup to me	1
1	i m glad i know sign language it s pretty handy	1
4430	Once bitten by a snake he is scared all his life at the mere sight of a rope	0
2718	I think the men must feel good about what they re doing on the ship because that s what they re trained to do	0
1412	molecules boiling points vary to some degree	1
708	the evil onion had many lairs	1
499	after the transvestite escaped from prison the only thing the police could tell the press was that she was still a broad	1
2962	It was only seconds away from hitting the center of the community	0
3777	brush watch what you eat drink lots of water and have a mint	0
980	he couldn t remember the pill s name but it was on the tip of his tongue	1
1879	a fierce storm blew through the mint it created quite a windfall	1
555	the hairless goat wished that it had mohair	1
3550	go back to the place where you bought it and ask how to use it	0
2664	He said revenue must be found and we are discussing these sources	0
381	the new jail tunnel was a runaway success	1
1127	submarine commanders like to submerge themselves in their work	1
1761	the author wasn t pleased to see a review of his book on cappuccino s it said it was all froth and no substance	1
4789	Covetousness is never satisfied till its mouth is filled with earth	0
3890	you ll want to be a slice above the rest	0
4097	That leads to a discussion of how important it is for a business to grow	0
4052	Well for a guy there are a few signs 1 You think of her all the time 2 You want to spend all your money on her	0
2805	It s the first good news we ve had in five years	0
2165	the otolaryngologist had not heard much about health care reform he thought the plan smelled fishy and the debate left a bad taste in his mouth	1
891	the cat burglar was accused of felineous intent	1
1861	as a golfer you have to have good fore sight	1
3063	People are already making a big line to fix their papers and leave	0
70	the movie about the mobile home was advertised with a trailer	1
3807	Get a job If you already have a job get a part time job	0
1815	if i am afraid of losing my fat tissue my psychiatrist told me i have an adipose complex	1
4593	Don t dig your grave with your own knife and fork	0
34	the ancient romans only gathered once a week because that was enough forum	1
2475	If you weren t in good shape you simply died	0
982	he and his partner made knives and they shared a cut	1
1759	the bank s clients went belly up due to phishing operations	1
3183	But it looks like we re going to get it anyway	0
314	he had a difficult time bouncing back from his bungee cord accident	1
4633	Pride joined with many virtues chokes them all	0
4028	Just take the springs out You don t need those anyway	0
1082	the vikings landed during thunder and lightning and took the city by storm	1
4674	Laughter cannot bring back what anger has driven away	0
3412	This makes him an American national security interest and an international interest the source said	0
4711	If one man praises you a thousand will repeat the praise	0
3164	We are not demanding anything but any cut will help the minister said	0
2196	in veterinary school we studied the brain of the hippopotamus at that time most students stayed on the main campus while i stayed on the hippocampus	1
690	the royal pharmacist wore a tuxedo and dispensed with formalities	1
927	my fear of planes has taken off	1
1203	i dated a politician over the holidays but when i wrapped myself up as a present he couldn t cut through the red tape	1
4713	If you believe everything you read better not read	0
1104	the fraternity member was hungry so he eta pi	1
4418	No matter how tall the mountain it cannot block out the sun	0
812	why did the inclined plane refuse to divorce the fulcrum he couldn t lever	1
4381	It s your own lantern don t poke holes in the paper	0
1273	after the six campers were discovered missing from their tents the state police began to canvas the area	1
88	my grade in marine biology is below sea level	1
3961	to get your zen back you must help change the things that have robbed you of your zen zen and only zen will you get your zen back	0
480	did you hear about the nervous preacher he had sweaty psalms	1
803	a boating accident between the yacht red dawn and the schooner blue lagoon left the survivors marooned	1
3382	Come to think of it he added things won t be all that much different after all	0
660	an astronaut broke the law of gravity and got a suspended sentence	1
31	two hats were hanging on a hat rack in the hallway one hat says to the other you stay here i ll go on a head	1
536	tried some bear stew it was a little grizzly	1
2052	the triangular computer monitor business was just a big pyramid screen	1
3138	But he s back again with the album Here s to You	0
2027	you can only see the stars on a finite	1
4236	A clever person turns great troubles into little ones and little ones into none at all	0
3907	After several huge fights with them If you come back then you are in love	0
4199	New food spots opening others returning and still others close	0
3653	find another girl that one is taken and will be busy on Valentine s Day	0
2263	people adorned with bogus deuterium ingots aroused suspicion most people said they didn t trust anyone with bdis	1
2100	i told the psychiatrist that i was afraid of strangers talking about the founder of stoicism he said i had zenophobia	1
3865	be your self don t be some one your not	0
2741	Every time I come home I say to myself Why did I ever leave	0
3394	In any case I have not resigned the contract is not interrupted it is broken	0
4190	It s hard to go wrong when choosing a wine to drink with this bird	0
4675	Laughter is the hiccup of a fool	0
2605	But I don t think in the end that he is really evil	0
4160	While the parents go out for dinner the children stay behind at the hotel s kids club	0
4250	A red nosed man may be a teetotaler but will find no one to believe it	0
638	did you hear the one about the woman who threw her toaster away because it kept burning the bread she was black toast intolerant	1
185	i dropped out of my communism class because of lousy marx	1
3207	There will be no proof that she ever built a bomb or ever set a bomb	0
1256	a second chimney is superfluous	1
680	two needles of different length will never see eye to eye	1
1290	when the investor came home from work he was spent	1
1176	in some places there is a lot of manuel labor for every juan	1
485	because is a word to the whys	1
3682	what bank do you if you have bank one it is order	0
2828	If I had one wish it would be that they built the cars in the United States	0
1523	after 10 pints i was dangerously weaving in the middle of the road i thought it would probably be safer to make the basket at home	1
4516	The darkest hour is that before the dawn	0
2620	I d worn that out I d used up all my anger	0
3088	We have lived under emergency rule for more than five years now	0
2824	The foreign debt crisis that threatened the stability of the nation s largest banks is now far less a problem	0
462	her company distributes gift boxed cashews and she has a delivery guy that drives her nuts	1
1319	the sore mummy needed a cairo practor	1
2473	She didn t drink or smoke or even go out	0
1912	the ship was full but the sailors weren t playing with a full deck	1
4679	Money grows on the tree of persistence	0
3417	He said a constant stream of people comes to the church in need of help	0
3220	We meant to change a nation and instead we changed a world	0
1511	a restaurant had its two dishwashers sinkopated	1
553	the international jewel thieves were hard to catch because they had a good ring leader	1
1894	when socrates needed to buy food he went to the grocery stoa	1
2983	He said government was not the solution to our problems but the problem itself	0
3131	I m trying to control the stress level Hall said	0
2816	The poor man didn t really get to do what he wanted to do	0
1196	if you drive a train you can t afford to lose track	1
286	i ve failed the mathematics test so many times i lost count	1
465	he dined with her at the local beanery and was immediately inflatuated	1
2585	One of the issues in my campaign was the need for all of the state to pull together	0
1891	when the tornado went through town it was quite a blow	1
2111	have you ever wondered why baseball players get girlfriends they re great at hitting it off	1
3149	It all gets mixed up you steal from all your friends	0
4734	A good pilot is not known when the sea is calm and the weather fair	0
3484	put a radio next to it playing that song and eventually he will learn it	0
622	i got a deal on a new computer and they threw in the operating system to boot	1
3613	Because Panama is the country where the canal is located	0
1363	the angry ice cube boiled with anger then let off some steam	1
3742	just breathe try to laugh or read a book eat some chocolate	0
2339	what do you get if basil brush is eating a four cheese pizza and he catches fire mozzarella firefox	1
1419	i was looking for watch batteries but i wound up at a clock shop	1
2044	what does a guy need to do on this site to get a pun posted put a stamp on it	1
3617	Go into removed questions then do a search for the question you are looking for	0
1814	if you accidentally leave your fly down on a promising date does that count as a freudian zip	1
2537	This is a way to get them to talk more about it	0
4522	The greater the sinner the greater the saint	0
3820	I like to meet people I like to hear there story who there are and what there about	0
2606	Any character I play is not like me so it doesn t really matter what the differences are he said	0
408	rental agents offer quarters for dollars	1
4585	In a cat s eye all things belong to cats	0
4140	Why does the brain sometimes turn loved ones into strangers	0
1077	they bought a home on a cliff because they liked to live on the edge	1
2472	I saw the same situation 20 years ago and it s worse than it was then	0
2817	Because the procedure has been performed so few times doctors are not sure why the transplant failed	0
2571	If we had just had notice we could have moved our livestock to higher ground and saved them	0
3664	I ll not answer and see how confused you get You gotta know set yourself up for that my friend	0
3785	well if you loss weight past tense then you have no problem right	0
429	i tried to play the bagpipes but the sound coming out was off kilter	1
4724	What a story these old walls could tell	0
1521	a harp that was shaved is a bare faced lyre	1
1530	a baker always put too much flour in his bread because he was a gluten for punishment	1
3028	It is no more and no less than an opportunity to rebuild lives	0
2160	the sign language teacher was very good with her hands	1
4046	You need to drink more water and get more sleep so that would be water and bed	0
1620	is an uninfected tooth in a pre carious state	1
3472	When the wind comes through here it s as cold as ice	0
3829	Here s one site with information about what you re looking for	0
917	old genealogists never die they just lose their census	1
1261	a recent genetic hybrid of a dog and a mirror has given geneticists pause for reflection	1
4157	The island has several places to watch and dance to live music	0
1726	they threw a party for the inventor of the toaster and he was toasted	1
2347	the baby peas were fresh and sweet but their fava was a has bean	1
1390	on the old trains the engineer had a lot of esteem	1
3876	don t just be sure your insurance is up to date	0
85	my tennis opponent was not happy with my serve he kept returning it	1
2611	I m hoping they ll come and see this and say We have to have this	0
248	the historian loves reading about bobcats they are lynx to the past	1
3763	If you are truly interested then check out the link below	0
1961	my friend said that if watergate had happened in scotland they would ve had scotch tape	1
4005	First of all you need a fat bank account after that the possibilities of women are endless	0
712	the discovery of how to make steel was ironic	1
4542	Self praise is no praise at all	0
2535	On the second floor she slipped on broken glass and severely cut her leg Chinese students said	0
2841	That first patient a 6 year old girl lived only a few hours	0
809	why was farmer brown angry someone got his goat	1
2201	if you want to buy a hose you might go on a shopping spray	1
3259	If we forget what we did we won t know who we are	0
501	after hours of waiting for the bowling alley to open we finally got the ball rolling	1
2996	He had wanted to be a professor and do research in international relations but said I don t think I want to teach now	0
227	to me the end result of a can do attitude is positively candid	1
3089	If those arrested cannot be charged they should be released he said	0
2949	Marx is even willing to kick in a little extra	0
1068	two duchesses were arguing about their husbands they decided to duke it out	1
2869	It s the kind of thing that can drive a judge crazy	0
1422	it s very rare to find a steak this well done by a medium	1
2916	I see every man and woman I meet he said once and the women are always good looking	0
620	i had an appointment with the chiropractor but i backed out	1
621	i got angry when my cell phone battery died my counselor suggested i find an outlet	1
4161	A new look for an island on the edge of South America	0
1738	there s a new magnetic steam iron that makes your clothes attractive	1
2017	a king measures his line with a ruler	1
748	it was the first time she d seen a live sponge on display and she really soaked it in	1
1525	a fat pirate is a vast matey	1
1836	fashionable women in indiana all wear designer hoosiery	1
3429	The men released today said he is still in jail	0
685	those who invest in chocolate put their money behind bars	1
2531	I would say he was the rave of the tournament	0
3779	no way to tell really what another person is feeling but a sure sign that she loves you would be her saying it to you	0
221	when a ladder was stolen from a store the manager said that further steps would be taken	1
2409	my vacuum flask is hopeless and it s a top of the range model that s the only place it will keep anything warm	1
203	although nobelists tend to have dynamite personalities niels was a bohr and linus was a pauling	1
1009	an english teacher who was dreadfully afraid of insects while on a picnic screamed like a little girl when he saw there was an antonym	1
36	novice pirates make terrible singers because they can t hit the high seas	1
1593	the air conditioning contractor was noted for his efficiency because he kept all his ducts in a row	1
2839	I m going to get a letter off to the captain today	0
3307	All of which raises the question What does it take to put the nation s largest school systems on the road to reform	0
2452	On the other hand business isn t there yet either	0
1744	the mannequin applied for a job at the day care centre it wanted to be a creche test dummy	1
1021	after selling a shipment of salt the salesman said let s shake on that	1
3986	make health care free and let the doctors do without for a change	0
1793	milk as the udder alternative has been heifer a long time	1
1267	an arabian hostel offers bedouin breakfast	1
2359	luridly sailing by the clock on a sea of mucus is a phlegmbuoyant pastime	1
576	qwertyus god of keyboards is a character from geek mythology	1
836	watching your own back is a sign of flexibility	1
1490	due to inclement weather the sandwich shop wrapped up early tuesday night	1
2148	why didn t the little boy ask the flight attendant for a snack he didn t have the nuts	1
3469	It s the concept of building on what has been done	0
569	that s a cool chair yeah i know it rocks	1
3370	They don t bug you about it they just want you to know that they like it	0
3487	First thing that came to my mind was your local library	0
1399	my girlfriend scares me so every time we go to dinner it s intimidating	1
182	if you wear a blindfold at the shooting range you won t know what you re missing	1
382	the new drive thru restaurant for golfers insisted on putting greens in all their courses	1
1853	before he sold christmas trees he got himself spruced up	1
2550	The man s name and condition were not immediately released	0
4627	Look for the good not the evil in the conduct of members of the family	0
3966	I am pretty sure you would need an agent to do that Good luck	0
706	the grammarian was very logical he had a lot of comma sense	1
4742	A head is not to be cut off because it is scabby	0
2865	He then went out and found her body buried nearby	0
1504	at breakfast the hacker downloaded cornflakes via his cereal port	1
206	you know prices are rising when you buy a winter jacket and even down is up	1
384	the long shot was leading the kentucky derby but not furlong	1
1330	the passenger couldn t find where his next flight was but then he made the connection	1
4198	New on the snack front are two chips made with legumes and without gluten	0
3408	The person killed and two injured were all believed to have been in the car she said	0
1571	the junior nco had sore wrists the doctor said it was corporal tunnel syndrome	1
457	i couldn t figure out how to fasten my seatbelt then it clicked	1
3738	just drink 1 2 glass of water works every time	0
2928	They trade with us only when and if they can t get a better deal from anyone else he said	0
4808	Parents are not interested in justice they re interested in peace and quiet	0
3281	I don t know her but I hope she has a great time	0
3619	are we supposed to do your homework for you too	0
4701	First the man takes a drink then the drink takes a drink then the drink takes the man	0
1742	the pediatrician was a real kidder	1
3616	i promise you if you have a good mind for business the best place for you is your country	0
663	a dentist and manicurist fought tooth and nail	1
1248	a woman was in love with twenty soldiers it was platoonic	1
1328	the phone call interrupted my nap and i never did get the rest	1
3225	He said he will leave the post by the end of January	0
3223	He added I am leaving the meeting feeling very very good	0
1418	i was upset with my wall climbing abilities i just couldn t seem to get a grip	1
768	how do spacemen add more protein to their diet they make it meteor	1
3002	She was great she could have said Who is this punk	0
4477	Young men s knocks old men feel	0
4008	Don t buy any tomorrow and keep it like that	0
3911	go out with someone else like his best friend or better yet ask him out	0
3188	The only thing I wanted to know is if he would be in jail during that time	0
1377	she became a golf professional to earn her bread and putter	1
4228	A bird can roost but on one branch a mouse can drink not more than its fill from a river	0
3289	If the boys can t wear em then the girls can t	0
4307	Easy to run downhill much puffing to run up	0
2088	people who work at a mint make a lot of money	1
3100	A lot of people were concerned about that because the city has had real financial problems	0
4492	Two wrongs do not make a right	0
841	those who wear sleeveless shirts like to defend the right to bare arms	1
3639	Make sure your with Someone you love She won t say the earth didn t move	0
2450	When crack arrived in other cities like New York murder rates went up there too	0
3333	I guess I m a good looking man in their eyes	0
3031	It says if someone really wants to drink a lot they can	0
4304	Easy to enroll a thousand soldiers But ah one general	0
4174	What s it like to spend a night at the real Museum of Natural History A group of kids found out	0
857	the sailor called his girlfriend s belly ring a naval destroyer	1
1736	there was a massive outcry against the plan to build a power line across a nature preserve the public couldn t bear the tension	1
4155	When and where to hear Caribbean music in New York City	0
925	my friend lives by a cliff he s always telling me to drop over	1
2636	There are completely new problems for us the paper said	0
1370	textile workers who lived at the manufacturing site in fabricated dwellings were closely knitted	1
3965	I might be wrong but I think if you really click then there s little or no maintenance All there is to it is finding the right person	0
1277	a country which expels the red cross would have to view it as a banned aid solution	1
1979	how do i handle change i put it in the parking meter	1
1564	the queen told the prince that he was a royal pain	1
3379	We know we still have a long way to go but we ve come a long ways	0
2481	A man who robbed a bank left documents for his wife s car loan at the teller s window police said	0
1688	after carelessly plucking her eyelashes while shopping for a corsage rose couldn t see the florist because of the tweeze	1
1566	the philanthropist built a town and named it generocity	1
4541	Sauce for the goose is sauce for the gander	0
3217	I ve got a lot of family and we re all real close	0
2260	sometimes our outlook in life is sent but not received	1
3566	don t be chicken make the 1st move and find out for yourself	0
3526	No one s going to invite you to a pool party if you re just going to make a scene	0
3916	To be any kind of lawyer you must first get your bachelors then go to law school another 3 years Then you can decide what kind of law to practice	0
4647	When the time comes even a rat becomes a tiger	0
3378	He was ready for Iowa but Iowa wasn t ready for him	0
3679	Just buy American and you can save the time building it	0
3760	just be what you are and act who you are	0
4712	If the father is a frog the son will be a frog	0
687	the study of ancient symbols will lead you to rune	1
1649	he stole an invention and then told patent lies	1
3614	What does learn a page mean Do you mean read a page My best guess is coffee and lots of it	0
2663	It is the second time their execution has been set	0
3787	Time and patience You just keep moving the squares up down or across until you ve solved it	0
2658	We don t have any other party or group which could take over power	0
3927	a girl can never tell you just have to trust	0
527	what do you put in an urban garden to watch over your beets a metrognome	1
4192	British food is missing from New York says the chef but not for long	0
1230	do you ever get tired of sleeping	1
2752	People keep asking me why like I know the answer and I don t	0
3021	Not the sort of face to face crime that has people afraid to come to the door at night	0
4508	Take a dog for a companion and a stick in your hand	0
3741	You need time to get to know someone well enough but your guts will tell you	0
794	a practical czech is considered to be praguematic	1
4480	Zeal without knowledge is the sister of folly	0
3076	I knew it could be months before there d be a trial she said	0
1529	a car can t make you high but can a bus	1
1712	what do people buy coffee with starbucks	1
4077	what the hell is how to treat with women is that like avoid heavy lifting and treat injured area with ice	0
3680	If you really love your wife you shouldn t love another woman	0
2081	slimmers are all losers	1
4650	While we consider when to begin it becomes too late	0
2558	I ve said I d go down and try to put people first and my own wealth second and that I d do the best I can	0
1850	brad pitt makes angelina jolly	1
787	a young nurse was nervous about giving vaccinations but gave it her best shot	1
4225	A bad workman blames his tools	0
4227	A beautiful bird is the only kind we cage	0
2915	She returned more than half and had kept the others the report said	0
1343	the ice at the rink has many ruts i think the maintenance crew is slipping up	1
1487	encylopedias are loud they speak volumes	1
2470	He s a strong boy and he s got a will to live	0
546	the race dogs got a bad case of the fleas they had to be scratched	1
615	i love you mower today than yesterday but not as mulch as tomorrow	1
3068	I have dealt with women at both ends of the scale	0
2717	It made me sit up straight in bed she said	0
2204	if you like to comfort the hurting and you are single save time and console a date	1
1073	those who change the color of their food are on a dye it	1
2131	are snopes staff spoof readers	1
3977	sometimes teachers don t date their students they could lose there job	0
3480	Professional clean only You could try spot cleaning but to get it clean you will have to have a professional do it That s just the way it is sorry	0
1986	he was selling palm trees but people thought it was a shady deal	1
467	eve showed up one morning wearing flowers instead of a fig leaf she was the first woman to wear bloomers	1
4287	Corporations have neither bodies to be punished nor souls to be damned	0
276	obituaries of those hanged in the old west used to be posted in the noose paper	1
1046	when milking a nervous goat kid gloves should be used	1
2740	I started to give my keys to the police but they said No you do it	0
2917	Of course it s hard to lose a sister she said	0
2875	And some people just want to have something new looking he added	0
2329	did you hear about the herb who was an all round great guy did loads of charity work and was always there to help he was a tarragon of virtue	1
1170	it was so hot the other day that even the mosquitoes were dropping like flies	1
2436	At least it wasn t someone who went out and hurt someone he said	0
2141	after the art attack in the museum the science hall is now history	1
1367	that gas pump must be sick it doesn t fill well	1
2730	He was trying real real hard to work his problems out	0
1280	with only one piece of wood i tried to convince the fire to light by use of a monologue	1
3905	Urine off We just got some of this stuff at the vet s and it really works	0
1559	the sum total of our national debt is some total	1
2024	a dentist named phil mccavity always quit work at tooth hurtie	1
4310	Enough shovels of earth make a mountain enough pails of water a river	0
3493	good question but I ll have to answer that a little bit later	0
4374	It is better to be entirely without a book than to believe it entirely	0
1888	while delivering 1000 gallons of dark pigment he almost painted then blacked out	1
3506	we own a carpet cleaning company go to our website for some great tips Good luck	0
1830	have you heard the joke about the bomb it had no impact	1
2911	That s probably one reason that we re going on	0
2365	i had a dream last night about some cheese chasing me i think i m having halouminations	1
53	a relief map shows where the restrooms are	1
516	when the wheel was invented it caused a revolution	1
1651	he recommended the restaurant to me and said he had no reservations	1
3400	They should just go ahead and try to be happy with life	0
4245	A dog in desperation will leap over a wall	0
985	golfers would wear wrinkled clothes if it weren t four irons	1
4610	Be sure to send a lazy man for the angel of death	0
4524	The greatest barkers bite not sorest	0
